title,type,year,duration,rating,genres,descriptors,tubi_url,torrent_found,seed_status,max_seeders,total_results
Watch Your Back,movie,2023,1h 15m,TV-MA,"Drama, Crime",,https://tubitv.com/movies/100020194/watch-your-back,True,healthy,454,98
Rico: Detroit,movie,2025,49m,TV-MA,"Crime, Drama, Romance, Thriller",,https://tubitv.com/movies/100051065/rico-detroit,False,not_found,0,0
Payback,movie,1999,1h 42m,R,"Action, Crime",,https://tubitv.com/movies/100012200/payback,True,healthy,510,168
Good Witch,series,2021,,TV-PG,"Romance, Fantasy, Comedy, Drama",,https://tubitv.com/series/300011028/good-witch,True,healthy,279,165
Front of the Class,movie,2008,1h 38m,TV-PG,"Drama, Biography",,https://tubitv.com/movies/100016008/front-of-the-class,True,healthy,405,47
Beyond the Blackboard,movie,2011,1h 38m,TV-PG,"Drama, Biography",,https://tubitv.com/movies/100016019/beyond-the-blackboard,True,healthy,182,21
What the Deaf Man Heard,movie,1997,1h 39m,TV-PG,"Drama, Comedy",,https://tubitv.com/movies/100015912/what-the-deaf-man-heard,True,low_seed,5,11
The Secrets of Bella Vista,movie,2022,1h 24m,TV-PG,"Romance, Drama",,https://tubitv.com/movies/100051969/the-secrets-of-bella-vista,True,healthy,282,9
Love Blossoms,movie,2017,1h 27m,TV-G,"Romance, Drama",,https://tubitv.com/movies/100018657/love-blossoms,True,healthy,275,73
The Lost Child,movie,2000,1h 39m,TV-PG,Drama,,https://tubitv.com/movies/100021616/the-lost-child,True,healthy,58,161
The Mystery Cruise,movie,2013,1h 23m,TV-PG,"Mystery, Drama",,https://tubitv.com/movies/100015938/the-mystery-cruise,True,healthy,101,15
Love's Complicated,movie,2016,1h 24m,TV-G,"Romance, Comedy, Drama",,https://tubitv.com/movies/100018658/love-s-complicated,True,healthy,27,20
My Gal Sunday,movie,2014,1h 21m,TV-PG,"Mystery, Comedy, Drama",,https://tubitv.com/movies/100015982/my-gal-sunday,True,healthy,40,24
The Other Brother,movie,2026,1h 35m,TV-MA,"Drama, Crime, Thriller",,https://tubitv.com/movies/100054344/the-other-brother,True,healthy,20,50
Love at What Co$t,movie,2026,1h 8m,TV-MA,"Drama, Crime",,https://tubitv.com/movies/100054906/love-at-what-co-t,False,not_found,0,0
Angel and Demon,movie,2025,2h 7m,TV-MA,"Crime, Drama, Romance",,https://tubitv.com/movies/100048428/angel-and-demon,True,healthy,29,23
Death Saved My Life,movie,2021,1h 28m,TV-14,"Drama, Thriller",,https://tubitv.com/movies/100055836/death-saved-my-life,True,healthy,119,19
Georgia Peach,movie,2026,1h 30m,TV-MA,Drama,,https://tubitv.com/movies/100054218/georgia-peach,True,healthy,89,151
Shottas,movie,2002,1h 39m,R,"Crime, Drama, Action, Independent",,https://tubitv.com/movies/494842/shottas,True,healthy,35,59
Karma in Heels,movie,2025,2h 18m,TV-MA,"Drama, Thriller",,https://tubitv.com/movies/100053779/karma-in-heels,True,low_seed,4,3
Her Husbands Enemy,movie,2023,1h 46m,TV-14,"Drama, Crime",,https://tubitv.com/movies/100008308/her-husbands-enemy,False,not_found,0,0
True to the Game,movie,2017,1h 49m,R,"Crime, Drama, Thriller",,https://tubitv.com/movies/717197/true-to-the-game,True,healthy,454,91
Da'Partments,movie,2023,1h 19m,TV-MA,Comedy,,https://tubitv.com/movies/100049585/da-partments,False,not_found,0,0
Exodus: Gods and Kings,movie,2014,2h 31m,PG-13,"Drama, Adventure, Action",,https://tubitv.com/movies/617465/exodus-gods-and-kings,True,healthy,75,154
The Greatest Story Ever Told,movie,1965,3h 20m,G,Drama,,https://tubitv.com/movies/304802/the-greatest-story-ever-told,True,healthy,297,84
Jesus of Nazareth,series,1977,,TV-PG,Drama,,https://tubitv.com/series/3505/jesus-of-nazareth,True,healthy,99,146
Moisés y los diez mandamientos,series,2016,,TV-14,"Drama, Foreign/International",,https://tubitv.com/series/300015307/mois-s-y-los-diez-mandamientos,False,not_found,0,0
The Star,movie,2017,1h 27m,PG,"Kids & Family, Animation, Adventure, Holiday",,https://tubitv.com/movies/100029533/the-star,True,healthy,548,246
Jesús,series,2018,,TV-14,"Drama, Foreign/International",,https://tubitv.com/series/300015392/jes-s,True,healthy,257,152
God's Not Dead,movie,2014,1h 53m,PG,Drama,,https://tubitv.com/movies/100032796/god-s-not-dead,True,healthy,4621,108
The Life of Jesus,movie,2003,3h 4m,PG-13,Drama,,https://tubitv.com/movies/526131/the-life-of-jesus,True,healthy,99,73
War Room,movie,2015,2h 1m,PG,Drama,,https://tubitv.com/movies/557523/war-room,True,healthy,38,159
"Paul, Apostle of Christ",movie,2018,1h 48m,PG-13,Drama,,https://tubitv.com/movies/100054435/paul-apostle-of-christ,True,healthy,5276,84
Limitless,movie,2011,1h 45m,PG-13,"Sci-Fi, Thriller",,https://tubitv.com/movies/100031793/limitless,True,healthy,307,152
The Temptations,series,1998,,TV-PG,"Drama, Music, Biography",,https://tubitv.com/series/300009077/the-temptations,True,healthy,116,156
Cats,movie,2018,1h 31m,PG,"Kids & Family, Adventure, Comedy, Animation",,https://tubitv.com/movies/100029082/cats,True,healthy,155,253
London Has Fallen,movie,2016,1h 39m,TV-14,"Action, Thriller",,https://tubitv.com/movies/100046653/london-has-fallen,True,healthy,144,152
Killer Elite,movie,2011,1h 57m,R,"Action, Crime, Thriller, Independent",,https://tubitv.com/movies/100029474/killer-elite,True,healthy,285,150
Olympus Has Fallen,movie,2013,2h,TV-14,"Action, Thriller",,https://tubitv.com/movies/100046654/olympus-has-fallen,True,healthy,333,153
Kandahar,movie,2023,2h,R,"Thriller, Action",,https://tubitv.com/movies/100041123/kandahar,True,healthy,4653,151
Do You Know Me?,movie,2009,1h 29m,TV-14,"Mystery, Thriller, Drama",,https://tubitv.com/movies/675095/do-you-know-me,True,healthy,267,52
Hush,movie,2016,1h 22m,R,"Horror, Thriller, Independent",,https://tubitv.com/movies/100029081/hush,True,healthy,223,170
A-X-L,movie,2018,1h 39m,PG,"Action, Adventure, Sci-Fi, Kids & Family",,https://tubitv.com/movies/100006344/a-x-l,True,healthy,6193,104
Harsh Times,movie,2005,1h 57m,R,"Action, Crime",,https://tubitv.com/movies/312416/harsh-times,True,healthy,52,95
Road House,movie,2024,2h 2m,R,"Action, Drama, Thriller",,https://tubitv.com/movies/100053681/road-house,True,healthy,1734,169
Arbitrage,movie,2012,1h 48m,R,"Thriller, Drama",,https://tubitv.com/movies/385498/arbitrage,True,healthy,40,151
Mr. Robot,series,2019,,TV-MA,"Drama, Crime, Thriller",,https://tubitv.com/series/300015515/mr-robot,True,healthy,294,141
The Rover,movie,2014,1h 43m,R,"Crime, Drama, Independent, Thriller",,https://tubitv.com/movies/674604/the-rover,True,healthy,276,155
Gemini Man,movie,2019,1h 58m,PG-13,"Action, Sci-Fi, Thriller",,https://tubitv.com/movies/100053674/gemini-man,True,healthy,87,148
Buried,movie,2010,1h 36m,R,"Thriller, Drama, Mystery",,https://tubitv.com/movies/308307/buried,True,healthy,100,203
Megan is Missing,movie,2011,1h 26m,TV-MA,"Drama, Horror, Thriller",,https://tubitv.com/movies/283959/megan-is-missing,True,healthy,200,45
The Collapsed,movie,2011,1h 23m,TV-MA,"Horror, Drama, Sci-Fi, Thriller",,https://tubitv.com/movies/100056005/the-collapsed,True,healthy,534,84
Bullet Train,movie,2022,2h 7m,R,"Action, Comedy, Thriller",,https://tubitv.com/movies/100053685/bullet-train,True,healthy,705,160
Unseen,series,2023,,TV-MA,"Documentary, Crime",,https://tubitv.com/series/300019406/unseen,True,healthy,188,181
The Pig Farm,movie,2011,1h 27m,TV-MA,"Documentary, Crime",,https://tubitv.com/movies/100039378/the-pig-farm,True,healthy,55,19
My Mercury,movie,2024,1h 42m,TV-MA,"Documentary, Independent, Science & Nature",,https://tubitv.com/movies/100038677/my-mercury,True,healthy,293,119
Dave Not Coming Back,movie,2020,1h 36m,TV-14,Documentary,,https://tubitv.com/movies/592405/dave-not-coming-back,True,healthy,8,6
Swamp Murders,series,2017,,TV-14,"Documentary, Crime",,https://tubitv.com/series/300010309/swamp-murders,True,healthy,30,150
Deconstructing Karen,movie,2022,1h 14m,TV-MA,Documentary,,https://tubitv.com/movies/100013232/deconstructing-karen,True,healthy,36,6
After the Millennium,movie,2026,2h 32m,TV-MA,Documentary,,https://tubitv.com/movies/100054675/after-the-millennium,True,low_seed,2,11
Three Identical Strangers,movie,2018,1h 37m,PG-13,"Documentary, Biography, Drama, Mystery",,https://tubitv.com/movies/100028239/three-identical-strangers,True,healthy,1946,60
The Green River Hauntings,movie,2025,1h 22m,TV-MA,"Documentary, Crime",,https://tubitv.com/movies/100050936/the-green-river-hauntings,False,not_found,0,0
VICE News Presents: 'Epstein Didn't Kill Himself',movie,2024,1h 24m,TV-MA,"Documentary, Crime, Mystery",L,https://tubitv.com/movies/100014997/vice-news-presents-epstein-didn-t-kill-himself,False,not_found,0,0
Goodfellas,movie,1990,2h 26m,R,"Drama, Crime",,https://tubitv.com/movies/610572/goodfellas,True,healthy,276,153
"Girl, Interrupted",movie,1999,2h 8m,R,Drama,,https://tubitv.com/movies/556424/girl-interrupted,True,healthy,195,97
Kissing Is the Easy Part,movie,2026,1h 41m,TV-14,Romance,"D, L, S",https://tubitv.com/movies/100050541/kissing-is-the-easy-part,True,healthy,772,6
Coyote Ugly,movie,2000,1h 41m,PG-13,"Comedy, Drama",,https://tubitv.com/movies/607991/coyote-ugly,True,healthy,183,124
Lawless,movie,2012,1h 56m,R,"Western, Action, Crime, Independent",,https://tubitv.com/movies/464155/lawless,True,healthy,341,158
Bones and All,movie,2022,2h 11m,R,"Horror, Drama, Romance",,https://tubitv.com/movies/100042439/bones-and-all,True,healthy,1453,72
The Count of Monte Cristo,movie,2002,2h 12m,PG-13,"Adventure, Drama",,https://tubitv.com/movies/100026714/the-count-of-monte-cristo,True,healthy,643,158
ATL,movie,2006,1h 47m,PG-13,"Comedy, Drama, Romance, Music, Crime",,https://tubitv.com/movies/637111/atl,True,healthy,100,194
Son of God,movie,2014,2h 19m,PG-13,Drama,,https://tubitv.com/movies/577804/son-of-god,True,healthy,207,154
Sidelined: The QB and Me,movie,2024,1h 39m,TV-14,"Romance, Drama, Sport","D, L",https://tubitv.com/movies/100028262/sidelined-the-qb-and-me,True,healthy,1312,18
Scream,movie,1996,1h 52m,R,Horror,,https://tubitv.com/movies/100054992/scream,True,healthy,2647,256
Goosebumps,series,1998,,TV-G,"Horror, Kids & Family, Fantasy",,https://tubitv.com/series/300013625/goosebumps,True,healthy,262,158
Scream 2,movie,1997,2h 1m,R,Horror,,https://tubitv.com/movies/100054993/scream-2,True,healthy,2647,145
In the Mouth of Madness,movie,1994,1h 36m,R,"Horror, Sci-Fi",,https://tubitv.com/movies/715444/in-the-mouth-of-madness,True,healthy,535,90
Ringu,movie,1998,1h 36m,TV-MA,"Horror, Foreign/International",,https://tubitv.com/movies/571822/ringu,True,healthy,184,86
Urban Legend,movie,1998,1h 40m,R,"Thriller, Horror",,https://tubitv.com/movies/528595/urban-legend,True,healthy,150,152
Wolf,movie,1994,2h 6m,R,"Thriller, Horror, Romance",,https://tubitv.com/movies/658088/wolf,True,healthy,639,265
The Exorcist III,movie,1990,1h 50m,R,"Horror, Mystery, Thriller",,https://tubitv.com/movies/466963/the-exorcist-iii,True,healthy,660,66
The Island of Dr. Moreau,movie,1996,1h 41m,PG-13,"Horror, Sci-Fi, Thriller",,https://tubitv.com/movies/100009836/the-island-of-dr-moreau,True,healthy,155,92
Nightbreed: Director's Cut,movie,1990,2h 1m,R,"Horror, Action, Fantasy",,https://tubitv.com/movies/364837/nightbreed-director-s-cut,True,healthy,105,4
House of Wax,movie,2005,1h 53m,R,"Horror, Thriller",,https://tubitv.com/movies/100048010/house-of-wax,True,healthy,164,134
Thirteen Ghosts,movie,2001,1h 31m,R,"Horror, Fantasy, Thriller",,https://tubitv.com/movies/100048009/thirteen-ghosts,True,healthy,49,24
Jeepers Creepers,movie,2001,1h 32m,R,Horror,,https://tubitv.com/movies/312183/jeepers-creepers,True,healthy,1272,161
Jeepers Creepers 2,movie,2003,1h 44m,R,Horror,,https://tubitv.com/movies/712225/jeepers-creepers-2,True,healthy,1272,152
Prom Night,movie,2008,1h 28m,PG-13,Horror,,https://tubitv.com/movies/100019418/prom-night,True,healthy,125,155
The Texas Chainsaw Massacre,movie,2003,1h 39m,R,Horror,,https://tubitv.com/movies/100048007/the-texas-chainsaw-massacre,True,healthy,257,159
The Poughkeepsie Tapes,movie,2007,1h 21m,R,"Horror, Crime",,https://tubitv.com/movies/486922/the-poughkeepsie-tapes,True,healthy,166,55
The Descent,movie,2005,1h 39m,R,"Horror, Thriller",,https://tubitv.com/movies/307206/the-descent,True,healthy,270,160
REC,movie,2007,1h 19m,R,"Horror, Mystery, Thriller, Foreign/International",,https://tubitv.com/movies/685449/rec,True,healthy,653,213
Scream 3,movie,2000,1h 57m,R,Horror,,https://tubitv.com/movies/100054994/scream-3,True,healthy,2647,147
,,,,,,,,,,,
=== CLASSICS ===,,,,,,,,,,,
Tom and Jerry Theatricals,series,1964,,TV-PG,"Kids & Family, Adventure, Animation, Comedy",,https://tubitv.com/series/300000610/tom-and-jerry-theatricals,False,not_found,0,0
12 Angry Men,movie,1957,1h 37m,TV-PG,"Crime, Drama",L,https://tubitv.com/movies/310154/12-angry-men,True,healthy,296,153
Dennis the Menace,movie,1993,1h 36m,PG,"Comedy, Kids & Family",,https://tubitv.com/movies/589380/dennis-the-menace,True,healthy,105,154
Ben-Hur,movie,1959,3h 43m,G,"Adventure, Drama",,https://tubitv.com/movies/100028628/ben-hur,True,healthy,103,157
Fist of Fury,movie,1972,1h 47m,R,"Action, Drama, Foreign/International",,https://tubitv.com/movies/497642/fist-of-fury,True,healthy,367,150
Una luz en el hampa,movie,1964,1h 31m,TV-14,"Crime, Drama",,https://tubitv.com/movies/100011605/una-luz-en-el-hampa,False,not_found,0,0
El cuatrero errante,movie,1950,1h 25m,TV-PG,Western,,https://tubitv.com/movies/100048410/el-cuatrero-errante,False,not_found,0,0
La hija de Frankenstein (Doblado),movie,1971,1h 35m,R,"Horror, Foreign/International",,https://tubitv.com/movies/654634/la-hija-de-frankenstein-doblado,False,not_found,0,0
La batalla de Maratón (Doblado),movie,1959,1h 28m,TV-14,"Action, Adventure, Drama",,https://tubitv.com/movies/612058/la-batalla-de-marat-n-doblado,False,not_found,0,0
El lago de Satán (Doblado),movie,1966,1h 20m,TV-PG,"Horror, Thriller",,https://tubitv.com/movies/688621/el-lago-de-sat-n-doblado,False,not_found,0,0
Los largos cabellos de la muerte (Doblado),movie,1964,1h 37m,TV-MA,Horror,,https://tubitv.com/movies/100010094/los-largos-cabellos-de-la-muerte-doblado,False,not_found,0,0
El ángel y el pistolero (Doblado),movie,1947,1h 40m,TV-14,"Western, Romance",,https://tubitv.com/movies/615627/el-ngel-y-el-pistolero-doblado,False,not_found,0,0
The Blue Lagoon,movie,1980,1h 45m,R,"Drama, Adventure, Romance",,https://tubitv.com/movies/586664/the-blue-lagoon,True,healthy,414,119
Son of Cleopatra,movie,1964,1h 43m,TV-14,"Adventure, Drama",,https://tubitv.com/movies/669275/son-of-cleopatra,False,not_found,0,0
Apasionadamente (Doblado),movie,1954,1h 33m,TV-PG,Drama,,https://tubitv.com/movies/633118/apasionadamente-doblado,False,not_found,0,0
Away All Boats,movie,1956,1h 55m,TV-PG,"Drama, War",,https://tubitv.com/movies/673781/away-all-boats,True,healthy,16,21
La leyenda de Eneas (Doblado),movie,1962,1h 40m,TV-PG,"Adventure, Drama",,https://tubitv.com/movies/682788/la-leyenda-de-eneas-doblado,False,not_found,0,0
Daniel Boone: juicio de fuego (Doblado),movie,1956,1h 16m,TV-14,"Adventure, Western",,https://tubitv.com/movies/100011568/daniel-boone-juicio-de-fuego-doblado,False,not_found,0,0
Hercules (Doblado),movie,1958,1h 43m,G,"Adventure, Fantasy",,https://tubitv.com/movies/723264/hercules-doblado,False,not_found,0,0
Compañeros mortales (Doblado),movie,1961,1h 34m,TV-PG,"Adventure, Western",,https://tubitv.com/movies/100010074/compa-eros-mortales-doblado,False,not_found,0,0
"It Can Be Done, Amigo",movie,1972,1h 44m,TV-PG,"Western, Comedy",,https://tubitv.com/movies/622110/it-can-be-done-amigo,True,healthy,69,11
Sandokan: The Pirates of Malaysia,movie,1964,1h 47m,TV-14,Action,,https://tubitv.com/movies/100010019/sandokan-the-pirates-of-malaysia,False,not_found,0,0
Hasta que las nubes pasen (Doblado),movie,1946,2h 16m,TV-PG,Drama,,https://tubitv.com/movies/713734/hasta-que-las-nubes-pasen-doblado,False,not_found,0,0
La reina de Nueva York (Doblado),movie,1937,1h 17m,TV-PG,"Comedy, Drama, Foreign/International",,https://tubitv.com/movies/655196/la-reina-de-nueva-york-doblado,False,not_found,0,0
She Beast,movie,1966,1h 20m,PG,"Horror, Thriller",,https://tubitv.com/movies/689001/she-beast,True,healthy,40,20
Sandokan: los piratas de Malasia (Doblado),movie,1964,1h 47m,TV-14,"Adventure, Action, Foreign/International",,https://tubitv.com/movies/100010073/sandokan-los-piratas-de-malasia-doblado,False,not_found,0,0
Perversidad (Mala mujer),movie,1945,1h 42m,TV-PG,"Thriller, Crime, Drama",,https://tubitv.com/movies/100035362/perversidad-mala-mujer,False,not_found,0,0
El extraño (Doblado),movie,1946,1h 35m,TV-PG,"Crime, Drama, Mystery, Thriller",,https://tubitv.com/movies/713800/el-extra-o-doblado,False,not_found,0,0
El regreso de la banda invencible,movie,1970,1h 5m,TV-PG,"Western, Comedy",,https://tubitv.com/movies/100040261/el-regreso-de-la-banda-invencible,False,not_found,0,0
La muerte viaja a caballo (Doblado),movie,1967,1h 55m,R,Western,,https://tubitv.com/movies/100011571/la-muerte-viaja-a-caballo-doblado,False,not_found,0,0
Hacha de guerra (Doblado),movie,1956,1h 20m,TV-PG,"Western, Drama, Romance",,https://tubitv.com/movies/100003063/hacha-de-guerra-doblado,False,not_found,0,0
Esther y el rey (Doblado),movie,1960,1h 50m,TV-14,Drama,,https://tubitv.com/movies/615656/esther-y-el-rey-doblado,False,not_found,0,0
El inspector general (Doblado),movie,1949,1h 42m,TV-PG,"Comedy, Romance, Musicals",,https://tubitv.com/movies/602963/el-inspector-general-doblado,False,not_found,0,0
Luna nueva (Doblado),movie,1940,1h 32m,TV-PG,"Comedy, Drama, Romance",,https://tubitv.com/movies/713711/luna-nueva-doblado,False,not_found,0,0
Vivir con papá (Doblado),movie,1947,1h 53m,TV-PG,"Comedy, Foreign/International",,https://tubitv.com/movies/100004882/vivir-con-pap-doblado,False,not_found,0,0
The Body Stealers,movie,1969,1h 31m,PG,"Horror, Sci-Fi",,https://tubitv.com/movies/713903/the-body-stealers,True,healthy,48,6
"Charada ""La farsa"" (Doblado)",movie,1963,1h 54m,TV-PG,"Comedy, Mystery, Romance",,https://tubitv.com/movies/682049/charada-la-farsa-doblado,False,not_found,0,0
The Long Hair of Death,movie,1964,1h 37m,TV-MA,"Horror, Fantasy",,https://tubitv.com/movies/100010021/the-long-hair-of-death,True,healthy,6,19
Hercules contra los tiranos de Babilonia (Doblado),movie,1964,1h 38m,TV-14,"Adventure, Fantasy, Action, Foreign/International",,https://tubitv.com/movies/688624/hercules-contra-los-tiranos-de-babilonia-doblado,False,not_found,0,0
Atlas en la tierra de los cíclopes (Doblado),movie,1961,1h 40m,TV-PG,"Action, Adventure, Fantasy, Foreign/International",,https://tubitv.com/movies/616416/atlas-en-la-tierra-de-los-c-clopes-doblado,False,not_found,0,0
Los peligros de Paulina (Doblado),movie,1947,1h 33m,TV-PG,"Comedy, Drama, Foreign/International",,https://tubitv.com/movies/100026004/los-peligros-de-paulina-doblado,False,not_found,0,0
Amantes de ultratumba (Doblado),movie,1965,1h 45m,TV-MA,Horror,,https://tubitv.com/movies/100010095/amantes-de-ultratumba-doblado,False,not_found,0,0
El padre es abuelo (Doblado),movie,1951,1h 25m,TV-PG,"Comedy, Romance, Drama",,https://tubitv.com/movies/100010093/el-padre-es-abuelo-doblado,False,not_found,0,0
Hercules encadenado (Doblado),movie,1959,1h 34m,TV-PG,"Adventure, Action, Fantasy, Foreign/International",,https://tubitv.com/movies/688622/hercules-encadenado-doblado,False,not_found,0,0
Gilligan's Island,series,1967,,TV-G,"Comedy, Adventure, Kids & Family",,https://tubitv.com/series/300000124/gilligan-s-island,True,healthy,13,47
The Flintstones,series,1960,,TV-G,"Kids & Family, Animation, Comedy",,https://tubitv.com/series/300006856/the-flintstones,True,healthy,65,151
The Avenger,movie,1962,1h 40m,TV-PG,"Adventure, Drama",,https://tubitv.com/movies/681343/the-avenger,True,healthy,2121,186
Hercules Conquers Atlantis,movie,1961,1h 41m,TV-14,"Action, Adventure",,https://tubitv.com/movies/613757/hercules-conquers-atlantis,False,not_found,0,0
The Giant of Marathon,movie,1959,1h 28m,TV-14,"War, Action, Adventure, Drama",,https://tubitv.com/movies/611471/the-giant-of-marathon,True,low_seed,0,3
Bombsight Stolen,movie,1941,1h 30m,TV-PG,"War, Thriller",,https://tubitv.com/movies/100010018/bombsight-stolen,True,healthy,93,7
Goliath and the Dragon (Vengeance of Hercules),movie,1960,1h 24m,G,"Action, Adventure, Drama",,https://tubitv.com/movies/614634/goliath-and-the-dragon-vengeance-of-hercules,False,not_found,0,0
The Adventures of Tartu,movie,1943,1h 48m,TV-14,"Drama, Thriller, War",,https://tubitv.com/movies/100011583/the-adventures-of-tartu,True,healthy,8,2
High Lonesome,movie,1950,1h 24m,TV-PG,"Western, Crime, Mystery",,https://tubitv.com/movies/607423/high-lonesome,True,healthy,23,32
Seven Brides For Seven Brothers,movie,1954,1h 42m,G,"Western, Comedy, Romance, Musicals",,https://tubitv.com/movies/100019810/seven-brides-for-seven-brothers,True,healthy,130,57
Hercules and the Tyrants of Babylon,movie,1964,1h 36m,TV-14,"Action, Adventure, Fantasy, Foreign/International",,https://tubitv.com/movies/688135/hercules-and-the-tyrants-of-babylon,True,low_seed,0,1
El libro de la selva (Doblado),movie,1942,1h 46m,TV-PG,"Action, Adventure, Kids & Family",,https://tubitv.com/movies/723259/el-libro-de-la-selva-doblado,False,not_found,0,0
They Were Expendable,movie,1945,2h 15m,TV-PG,"Drama, War",,https://tubitv.com/movies/100055400/they-were-expendable,True,healthy,29,38
Operation Pacific,movie,1951,1h 50m,TV-14,"Drama, Romance, War",,https://tubitv.com/movies/100055390/operation-pacific,True,healthy,16,31
North By Northwest,movie,1959,2h 17m,TV-PG,"Action, Adventure, Mystery, Thriller",,https://tubitv.com/movies/100012522/north-by-northwest,True,healthy,344,103
Hercules,movie,1958,1h 38m,G,"Action, Adventure, Fantasy",,https://tubitv.com/movies/599223/hercules,True,healthy,337,185
Them!,movie,1954,1h 33m,TV-PG,"Horror, Sci-Fi",,https://tubitv.com/movies/100028504/them,True,healthy,145,217
A Fistful of Dollars,movie,1966,1h 41m,R,Western,,https://tubitv.com/movies/375600/a-fistful-of-dollars,True,healthy,286,126
Bullitt,movie,1968,1h 54m,PG,"Action, Crime, Thriller",,https://tubitv.com/movies/100012203/bullitt,True,healthy,105,158
They Call Me Trinity,movie,1970,1h 56m,G,"Western, Comedy",,https://tubitv.com/movies/646736/they-call-me-trinity,True,healthy,72,70
For a Few Dollars More,movie,1967,2h 12m,R,"Western, Action, Drama",,https://tubitv.com/movies/643079/for-a-few-dollars-more,True,healthy,261,125
The Graduate,movie,1967,1h 46m,PG,"Drama, Comedy, Romance",,https://tubitv.com/movies/642249/the-graduate,True,healthy,372,158
Tom and Jerry: Chuck Jones Collection,series,1965,,TV-PG,"Kids & Family, Adventure, Animation, Comedy",,https://tubitv.com/series/300000611/tom-and-jerry-chuck-jones-collection,True,low_seed,3,3
The Music Man,movie,1962,2h 32m,G,"Musicals, Comedy, Romance, Kids & Family",,https://tubitv.com/movies/100012574/the-music-man,True,healthy,148,116
Barabbas,movie,1962,2h 18m,TV-14,Drama,,https://tubitv.com/movies/674367/barabbas,True,healthy,395,87
Solomon and Sheba,movie,1959,2h 22m,TV-PG,"Adventure, Drama, Romance",,https://tubitv.com/movies/302254/solomon-and-sheba,True,healthy,448,41
Meet Me in St. Louis,movie,1944,1h 53m,TV-PG,"Drama, Comedy, Holiday, Musicals",,https://tubitv.com/movies/100028499/meet-me-in-st-louis,True,healthy,103,45
Quo Vadis,movie,1951,2h 55m,TV-PG,"Drama, Romance",,https://tubitv.com/movies/100021231/quo-vadis,True,healthy,98,134
Sergeant York,movie,1941,2h 15m,TV-PG,"Drama, War",,https://tubitv.com/movies/100012551/sergeant-york,True,healthy,45,38
Guess Who's Coming to Dinner,movie,1967,1h 49m,TV-14,"Drama, Comedy",,https://tubitv.com/movies/100022158/guess-who-s-coming-to-dinner,True,healthy,51,53
The Great Escape,movie,1963,2h 53m,TV-PG,"Action, Thriller, Drama",,https://tubitv.com/movies/593678/the-great-escape,True,healthy,247,159
The Philadelphia Story,movie,1940,1h 53m,TV-14,"Comedy, Romance",,https://tubitv.com/movies/100012699/the-philadelphia-story,True,healthy,112,53
My Name Is Nobody,movie,1973,1h 57m,PG,"Foreign/International, Western, Comedy",,https://tubitv.com/movies/488455/my-name-is-nobody,True,healthy,95,80
Rescue From Gilligan's Island,movie,1978,1h 36m,TV-PG,Comedy,,https://tubitv.com/movies/100028861/rescue-from-gilligan-s-island,True,healthy,13,7
The Alamo,movie,1960,2h 42m,TV-PG,"Western, Action, Drama",,https://tubitv.com/movies/302681/the-alamo,True,healthy,80,158
The Magnificent Seven,movie,1960,2h 9m,TV-PG,"Western, Action",,https://tubitv.com/movies/375599/the-magnificent-seven,True,healthy,291,159
McLintock!,movie,1963,2h 11m,TV-PG,Western,,https://tubitv.com/movies/601252/mclintock,True,healthy,12,37
Support Your Local Sheriff!,movie,1969,1h 33m,G,"Comedy, Western",,https://tubitv.com/movies/100014247/support-your-local-sheriff,True,healthy,19,17
The Big Country,movie,1958,2h 47m,TV-PG,Western,,https://tubitv.com/movies/100010923/the-big-country,True,healthy,135,135
The Apartment,movie,1960,2h 6m,TV-14,"Comedy, Romance, Drama",,https://tubitv.com/movies/312409/the-apartment,True,healthy,211,169
"The Long, Long Trailer",movie,1954,1h 36m,TV-PG,"Comedy, Romance",,https://tubitv.com/movies/100019816/the-long-long-trailer,True,healthy,44,23
The Thing From Another World,movie,1951,1h 27m,TV-PG,"Sci-Fi, Horror",,https://tubitv.com/movies/100001605/the-thing-from-another-world,True,healthy,75,56
The Adventures Of Robin Hood,movie,1938,1h 42m,PG,"Action, Adventure",,https://tubitv.com/movies/100012238/the-adventures-of-robin-hood,True,healthy,370,92
Seven Samurai,movie,1954,3h 28m,TV-14,"Action, Drama, Foreign/International",,https://tubitv.com/movies/100051686/seven-samurai,True,healthy,192,122
Jason and the Argonauts,movie,1963,1h 44m,G,"Adventure, Action, Fantasy",,https://tubitv.com/movies/674726/jason-and-the-argonauts,True,healthy,559,86
Some Like It Hot,movie,1959,2h 2m,G,"Comedy, Musicals, Romance",,https://tubitv.com/movies/300511/some-like-it-hot,True,healthy,160,153
Trinity Is Still My Name,movie,1971,1h 58m,G,"Comedy, Western",,https://tubitv.com/movies/646737/trinity-is-still-my-name,True,healthy,24,36
Hazel,series,1961,,TV-G,"Comedy, Kids & Family",,https://tubitv.com/series/300017682/hazel,True,healthy,298,143
What Ever Happened to Baby Jane?,movie,1962,2h 14m,TV-PG,"Drama, Horror, Thriller",,https://tubitv.com/movies/100028549/what-ever-happened-to-baby-jane,True,healthy,100,60
West Side Story,movie,1961,2h 34m,TV-PG,"Drama, Musicals, Romance",,https://tubitv.com/movies/643081/west-side-story,True,healthy,138,154
In the Heat of the Night,movie,1967,1h 51m,TV-MA,"Drama, Crime, Mystery",,https://tubitv.com/movies/689652/in-the-heat-of-the-night,True,healthy,40,152
